country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,external_id,partyfacts_id
GBR,ejpr,gb_other01,Other,Other,Other,1992,2010,14763,1841
GBR,ejpr,gb_snp01,SNP,Scottish National Party,Scottish National Party,1992,2010,14819,986
GBR,ejpr,gb_ukip01,UKIP,UK Independence Party,UK Independence Party,2005,2010,14675,601
USA,ejpr,us_other01,Other,-,-,1992,2004,14595,2967
USA,ejpr,us_dem01,Dem,Democratic Party,Democratic Party,1992,2014,14865,432
USA,ejpr,us_lib01,Lib,Libertarian Party,Libertarian Party,1992,2010,14733,2291
USA,ejpr,us_rep01,Rep,Republican Party,Republican Party,1992,2014,14850,809
AFG,vparty,4908,indep,,independent,1965,2010,46829,4908
AFG,vparty,5184,HDK,,People's Democratic Party of Afghanistan,1988,1988,39144,5184
ALB,vparty,840,PA,,Agrarian Party,2005,2005,38588,840
ALB,vparty,674,BKS,,Albanian National Front Party,1996,2001,40412,674
ALB,vparty,93289,Alliance for...,,alliance: Alliance for a European Albania,2013,2013,46824,3883
ALB,vparty,93286,Alliance for...,,alliance: Alliance for Change,2009,2009,47032,3883
ALB,vparty,93290,Alliance for...,,"alliance: Alliance for Employment, Prosperity and Integration",2013,2013,47135,3883
ALB,vparty,93285,PSSH/PSDSH,,alliance: PSSH/PSDSH,1997,1997,46853,3883
ALB,vparty,93288,Socialist Al...,,alliance: Socialist Alliance for Integration,2009,2009,47040,3883
ALB,vparty,93287,Unification ...,,alliance: Unification for Change,2009,2009,47152,3883
ALB,vparty,190,PDS,,Democratic Party of Albania,1991,2017,38529,190
ALB,vparty,2569,indep,,independent,1923,1997,46843,2569
ALB,vparty,717,BLD,,Liberal Democratic Union,2001,2001,37901,717
ALB,vparty,7328,LO,,Liberal Opposition,1923,1923,39338,7328
ALB,vparty,732,PLL,,Movement of Legality Party,2001,2001,37405,732
ALB,vparty,1558,PDR,,New Democratic Party,2005,2005,38979,1558
ALB,vparty,3270,PDIU,,"Party for Justice, Integration and Unity",2017,2017,39420,3270
ALB,vparty,4711,PPSH,,Party of Labour / Albanian Workers' Party,1945,1987,37986,4711
ALB,vparty,819,PRS,,Republican Party of Albania,1996,2013,37406,819
ALB,vparty,838,PSD,,Social Democratic Party of Albania,1997,2005,37353,838
ALB,vparty,2297,LSI,,Socialist Movement for Integration,2005,2017,39041,2297
ALB,vparty,1729,PSS,,Socialist Party of Albania,1991,2017,39122,1729
ALB,vparty,7075,UVC,,Union for Victory Coalition,2001,2001,37946,7075
ALB,vparty,1636,PBDN,,Unity for Human Rights Party,2009,2009,38742,1636
ALB,vparty,7327,Z,,Zogist group,1923,1923,39376,7327
DZA,vparty,4098,FNA,,Algerian National Front,2017,2017,40064,4098
DZA,vparty,93291,AAV,,alliance: AAV,2012,2012,46870,8564
DZA,vparty,3563,indep,,independent,1997,2012,46899,3563
DZA,vparty,5222,MPRN,,Movement for National Reform,2002,2012,39522,5222
DZA,vparty,5221,MSPP,,Movement for the Society of Peace,1997,2017,38581,5221
DZA,vparty,6219,MRI,,Movement of the Islamic Renaissance,1997,2012,39919,6219
DZA,vparty,4111,FLN,,National Liberation Front,1962,2017,39790,4111
DZA,vparty,4113,RND,,National Rally for Democracy,1997,2017,38377,4113
DZA,vparty,4114,FFS,,Socialist Forces Front,1997,1997,37756,4114
DZA,vparty,5622,PT,,Workers' Party,2007,2007,39923,5622
AGO,vparty,7720,AFAMP,,Angolan Free Alliance Majority Party,2017,2017,38589,7720
AGO,vparty,7721,APP,,Angolan Pacific Party,2017,2017,39841,7721
AGO,vparty,3556,CASA-CE,,Broad Convergence for the Salvation of Angola – Electoral Coalition,2017,2017,39104,3556
AGO,vparty,7723,NSPA,,National Salvation Party of Angola,2017,2017,40479,7723
AGO,vparty,2343,UNITA,,National Union for the Total Independence of Angola,1992,2017,39101,2343
AGO,vparty,7722,PDDAPA,,Party for Democracy and Development in Angola-Patriotic Alliance,2017,2017,37415,7722
AGO,vparty,2298,MPLA,,People's Movement for the Liberation of Angola – Labour Party,1975,2017,39153,2298
ARG,vparty,7672,1P,,1País,2017,2017,38312,7672
ARG,vparty,6112,AR,,Action for the Republic,1999,1999,40062,6112
ARG,vparty,6116,ALIANZA,,"Aliance for Work, Justice, and Education",1997,2001,39346,6116
ARG,vparty,93508,Alianza Popular,,alliance: Alianza Popular,1973,1973,46891,3889
ARG,vparty,93509,Frente Ampli...,,alliance: Frente Amplio Progresista,2011,2011,46760,3889
ARG,vparty,100078,Frente de Todos,,alliance: Frente de Todos,2019,2019,47113,3889
ARG,vparty,93293,Frente Unico,,alliance: Frente Unico,1928,1928,47082,3889
ARG,vparty,93294,United for a...,,alliance: United for a New Alternative,2015,2015,46865,3889
ARG,vparty,6435,SA,,Argentine Socialist,1960,1960,37322,6435
ARG,vparty,5188,PDC,,Christian Democratic Party,1960,1963,39957,5188
ARG,vparty,7664,CU,,Citizen's Unity,2017,2017,37839,7664
ARG,vparty,6159,CC,,Civic Coalition ARI,2007,2019,40198,6159
ARG,vparty,8043,FORJA,,Concertation Party,2007,2007,38062,8043
ARG,vparty,5112,PDP,,Democratic Progressive Party,1916,1973,39446,5112
ARG,vparty,8122,CF,,Federal Consensus,2019,2019,47088,8122
ARG,vparty,6648,PF-PJ,,Federal Peronism / Dissident Peronism,2011,2011,40149,6648
ARG,vparty,8059,FP-PJ,,Frente Justicialista-Justicialist [Peronist] Party,2017,2019,40104,8059
ARG,vparty,5553,FREPASO,,Front for a Country in Solidarity,1995,2001,39729,5553
ARG,vparty,2530,FPV-PJ,,Front for Victory,2005,2015,38396,2530
ARG,vparty,8045,GEN,,Generation for a National Encounter,2011,2011,40080,8045
ARG,vparty,6426,SI,,Independent Socialist,1930,1931,39029,6426
ARG,vparty,5122,MID,,Integration and Development Movement,1965,1965,38965,5122
ARG,vparty,4183,PI,,Intransigent Party,1985,1987,39164,4183
ARG,vparty,5087,UCRI,,Intransigent Radical Civic Union,1958,1973,38316,5087
ARG,vparty,623,PJ,,Justicialist [Peronist] Party,1946,2003,39825,623
ARG,vparty,7049,C,,Let’s change,2015,2019,39248,7049
ARG,vparty,5186,LIB,,Liberal Party of Corrientes,1912,1912,38428,5186
ARG,vparty,7717,NU,,Nacional Union,1912,1912,38698,7717
ARG,vparty,7188,UCN,,National Civic Union,1912,1912,37481,7188
ARG,vparty,6434,CA,,National Concentration,1922,1942,38996,6434
ARG,vparty,5085,PDN/PC,,National Democratic Party / Partido Conservador,1931,1946,39851,5085
ARG,vparty,5192,PAN,,Partido Autonomista Nacional / Partido Conservador,1912,1930,39812,5192
ARG,vparty,5086,UP,,Popular Union,1962,2011,38099,5086
ARG,vparty,6554,FPCyS,,"Progressive, Civic and Social Front",2013,2013,38294,6554
ARG,vparty,1724,UCR,,Radical Civic Union,1912,2019,38230,1724
ARG,vparty,6145,UCRA,,Radical Civic Union Antipersonnel,1924,1942,38626,6145
ARG,vparty,6160,RF,,Renewal Front,2013,2019,39806,6160
ARG,vparty,1790,PRO,,Republican Proposal,2005,2019,37926,1790
ARG,vparty,1365,PS,,Socialist Party,1912,2011,39323,1365
ARG,vparty,1215,ARI,,Support for an Egalitarian Republic,2001,2005,38206,1215
ARG,vparty,7425,UCR-U,,Unified Radical Civic Union,1924,1926,38174,7425
ARG,vparty,6518,UDELPA,,Unión del Pueblo Argentino,1963,1963,39431,6518
ARG,vparty,4182,UCD,,Union of the Democratic Centre,1987,1991,38018,4182
ARG,vparty,93292,unknown,,unknown: UCR Disidente,1918,1918,46954,2579
ARM,vparty,93510,Right and Unity,,alliance: Right and Unity,1999,1999,46736,3890
ARM,vparty,93511,Tsarukyan Al...,,alliance: Tsarukyan Alliance,2017,2017,47059,3890
ARM,vparty,93512,Way Out Alli...,,alliance: Way Out Alliance,2017,2017,47058,3890
ARM,vparty,2018,HKK,,Armenian Communist Party,1995,1999,38175,2018
ARM,vparty,4539,HAK,,Armenian National Congress,2012,2012,38056,4539
ARM,vparty,2020,HHD,,Armenian Revolutionary Federation,1999,2017,38170,2020
ARM,vparty,7507,BA,,Bright Armenia,2017,2018,37455,7507
ARM,vparty,7754,cc,,Civil Contract,2017,2018,40021,7754
ARM,vparty,8012,CPA,,Communist Party of Armenia,1990,1990,39437,8012
ARM,vparty,3783,HePa,,Heritage Party,2007,2012,37696,3783
ARM,vparty,2582,indep,,independent,1995,1995,47026,2582
ARM,vparty,2008,A,,Justice,2003,2003,38931,2008
ARM,vparty,7800,MP,,Mission Party,2017,2018,37664,7800
ARM,vparty,7508,IKD,,My Step Alliance,2018,2018,40171,7508
ARM,vparty,2009,AZhM,,National Democratic Union,1995,1999,37886,2009
ARM,vparty,2010,AIM,,National Self-Determination Union,1995,1995,38189,2010
ARM,vparty,2011,AM,,National Unity,1999,2003,38731,2011
ARM,vparty,4365,HHS,,Pan-Armenian National Movement,1990,1995,38806,4365
ARM,vparty,4205,BHK,,Prosperous Armenia Party,2007,2018,38786,4205
ARM,vparty,2012,HA,,Republic,1995,2017,39649,2012
ARM,vparty,2013,HHK,,Republican Party of Armenia,1995,2017,39124,2013
ARM,vparty,2007,OEK/HV,,Rule of Law / Armenian Renaissance,1999,2012,39774,2007
ARM,vparty,2015,Sha,,Semiramis (Women’s Movement),1995,1995,40131,2015
ARM,vparty,2016,MAK,,United Labour Party,2003,2003,38401,2016
AUS,vparty,1743,ACP-NPA,,Australian Country Party / National Party of Australia,1922,2007,39751,1743
AUS,vparty,990,AD,,Australian Democrats,1977,2001,40121,990
AUS,vparty,1209,AG,,Australian Greens,2001,2019,40191,1209
AUS,vparty,424,ALP,,Australian Labor Party,1901,2019,38008,424
AUS,vparty,1999,CLP,,Commonwealth Liberal Party,1910,1914,38071,1999
AUS,vparty,1540,DLP,,Democratic Labour Party,1955,1972,40358,1540
AUS,vparty,1139,EC-SA,,Emergency Committee (SA),1931,1931,37904,1139
AUS,vparty,663,FTP,,Free Trade Party / Anti-Socialist Party,1901,1906,38411,663
AUS,vparty,2586,indep,,independent,1931,1943,46896,2586
AUS,vparty,248,LLP,,Lang Labour Party,1931,1940,38065,248
AUS,vparty,285,LNPQ,,Liberal National Party of Queensland,2010,2019,39192,285
AUS,vparty,486,LPA,,Liberal Party of Australia,1946,2019,39387,486
AUS,vparty,338,NAT,,Nationalist Party of Australia,1917,1929,38924,338
AUS,vparty,1162,ONP,,One Nation Party,1998,1998,40375,1162
AUS,vparty,1996,PUP,,Palmer United Party,2013,2013,39126,1996
AUS,vparty,454,PP,,Protectionist Party,1901,1906,38537,454
AUS,vparty,566,UAP,,United Australia Party,1931,1943,40071,566
AUT,vparty,93295,Association ...,,alliance: Association of Great Germans and Rural Federation,1923,1923,47015,3892
AUT,vparty,93296,Einheitsliste,,alliance: Einheitsliste,1927,1927,46729,3892
AUT,vparty,599,BZO,,Alliance for the Future of Austria,2008,2008,38340,599
AUT,vparty,1329,OVP,,Austrian People's Party,1945,2019,40381,1329
AUT,vparty,3678,CS,,Christian Social Party,1919,1930,38143,3678
AUT,vparty,996,KPO,,Communist Party of Austria,1945,1953,39883,996
AUT,vparty,463,FPO,,Freedom Party of Austria,1949,2019,38737,463
AUT,vparty,1935,DP,,German-National Party,1919,1919,40300,1935
AUT,vparty,1917,GDVP,,Greater German People's Party,1920,1927,39601,1917
AUT,vparty,3304,HB,,Homeland Bloc,1930,1930,38460,3304
AUT,vparty,605,LIF,,Liberal Forum,1994,1995,38859,605
AUT,vparty,6235,NWB,,National Economic Bloc,1930,1930,39848,6235
AUT,vparty,1970,NEOS,,NEOS – The New Austria,2013,2019,40366,1970
AUT,vparty,1916,LB,,Rural Federation,1923,1927,39879,1916
AUT,vparty,1384,SPO,,Social Democratic Party of Austria,1919,2019,38646,1384
AUT,vparty,1971,TS,,Team Stronach,2013,2013,39464,1971
AUT,vparty,1659,GRUENE,,The Greens -- The Green Alternative,1994,2019,37612,1659
AZE,vparty,93297,Azadliq bloc,,alliance: Azadliq bloc,2005,2005,47122,3893
AZE,vparty,1993,ACP,,Azerbaijan Communist Party (1993),2000,2000,39938,1993
AZE,vparty,1991,AMIP,,Azerbaijan National Independence Party,1995,1995,37351,1991
AZE,vparty,1992,AXC,,Azerbaijan Popular Front,1990,2000,40262,1992
AZE,vparty,1994,VHP,,Civil Solidarity Party,2000,2000,37870,1994
AZE,vparty,6223,AKP,,Communist Party of Azerbaijan (1921),1990,1990,40002,6223
AZE,vparty,7050,Musavat,,Equality Party,2005,2005,38381,7050
AZE,vparty,2593,indep,,independent,1990,2015,46916,2593
AZE,vparty,1995,YAP,,New Azerbaijan Party,1995,2015,39433,1995
BHR,vparty,5883,AA,,Al Asalah Islamic Society,2006,2014,37917,5883
BHR,vparty,5894,AM,,Al Menbar National Islamic Society,2006,2014,38611,5894
BHR,vparty,5806,AW,,Al-Wefaq National Islamic Societ,2006,2010,40333,5806
BHR,vparty,5812,indep,,independent,2002,2014,46974,5812
BHR,vparty,7414,IS,,Islamic Societies [no-party],2002,2002,38066,7414
BHR,vparty,7413,L,,Liberals [no-party],2002,2002,39987,7413
BGD,vparty,6182,BML,,Bangladesh Muslim League,1979,1979,38546,6182
BGD,vparty,3782,BNP,,Bangladesh Nationalist Party,1979,2008,38700,3782
BGD,vparty,2299,BAL,,Bangladesh People's League,1973,2018,38506,2299
BGD,vparty,5790,BaKSAL,,Bangladesh Worker-Peasant's People's League,1975,1975,40061,5790
BGD,vparty,6188,COP,,Combined Opposition Party,1988,1988,38845,6188
BGD,vparty,7759,GA,,Grand Alliance,2018,2018,37910,7759
BGD,vparty,2340,JEB,,Islam Conference Bangladesh,1991,1991,38482,2340
BGD,vparty,3781,NAP,,National Awami Party (Bhashani),1973,1973,39999,3781
BGD,vparty,3779,NAP-M,,National Awami Party (Muzaffar),1973,1973,38596,3779
BGD,vparty,2341,JD,,National Party (Ershad),1986,2018,37473,2341
BGD,vparty,3777,JSD,,National Socialist Party,1973,1973,39064,3777
BRB,vparty,7191,BEA,,Barbados Electors Association,1946,1951,39618,7191
BRB,vparty,3694,BLP,,Barbados Labour Party,1946,2018,37627,3694
BRB,vparty,3695,BNP,,Barbados National Party,1961,1966,40011,3695
BRB,vparty,3686,DLP,,Democratic Labour Party,1956,2018,37674,3686
BRB,vparty,3325,indep,,independent,1946,1966,47080,3325
BRB,vparty,3693,NDP,,National Democratic Party,1994,1994,37391,3693
BRB,vparty,7192,PCP,,Progressive Conservative Party,1956,1956,39050,7192
BRB,vparty,7190,CP,,West Indian National Congress Party,1946,1951,39868,7190
BLR,vparty,2037,AP,,Agrarian Party,1995,2000,37399,2037
BLR,vparty,7418,KPB,,Communist Party of Belarus,2016,2019,39289,7418
BLR,vparty,2603,indep,,independent,1995,2019,46984,2603
BLR,vparty,3646,LDPB,,Liberal Democratic Party,2019,2019,47074,3646
BLR,vparty,2030,PKB,,"Party of Communists of Belarus / Belarusian Left Party """"A Just World""""",1990,2008,39656,2030
BLR,vparty,7407,RPTS,,Republican Party of Labour and Justice,2019,2019,46966,7407
BLR,vparty,93298,tech,,technical: Against all,2016,2016,46883,3001
BEL,vparty,528,AGL-Gr,,Agalev -- Green,1999,2019,39638,528
BEL,vparty,2289,BWP-POB,,Belgian Labour Party,1900,1939,38345,2289
BEL,vparty,480,BSP-PSB,,Belgian Socialist Party,1946,1977,38541,480
BEL,vparty,826,KLS,,Cartel of Liberals and Socialists,1906,1912,39001,826
BEL,vparty,1892,KP-PC,,Catholic Party,1900,1939,39673,1892
BEL,vparty,756,CD&V/N-VA,,Christian-Democrat and Flemish / New Flemish Alliance,2007,2007,40056,756
BEL,vparty,302,KPB-PCB,,Communist Party,1936,1949,39602,302
BEL,vparty,1563,Ecolo,,Confederated ecologists for the organisation of original struggles,1991,2019,40202,1563
BEL,vparty,553,VB,,Flemish Block / Interest,1991,2010,38217,553
BEL,vparty,622,CVP,,Flemish Christian Peoples Party,1968,2019,38539,622
BEL,vparty,1968,VB,,Flemish Interest,2019,2019,38523,1968
BEL,vparty,633,PSC,,Francophone Christian Social Party,1968,2014,38140,633
BEL,vparty,405,PSC-CVP,,Francophone Christian Social Party and Flemish Christian People's Party,1946,1965,39723,405
BEL,vparty,698,FDF,,Front Démocratique des Francophones / DéFI,1974,1974,40067,698
BEL,vparty,3689,FP,,Front Party,1929,1939,38133,3689
BEL,vparty,275,LP-PL,,Liberal Party [Party of Liberty and Progress],1900,1968,40132,275
BEL,vparty,554,PRL,,Liberal Reformist Party,1971,1999,38901,554
BEL,vparty,36,N-VA,,New Flemish Alliance,2010,2019,39115,36
BEL,vparty,49,PVV-OVLD,,Party of Liberty and Progress -- Open Flemish Liberals and Democrats,1971,2019,37453,49
BEL,vparty,1424,VU,,People's Union [Flemish Concentration],1965,1999,39407,1424
BEL,vparty,789,MR,,Reformist Movement,2003,2019,38759,789
BEL,vparty,1829,Rex,,Rexist Party,1936,1936,40239,1829
BEL,vparty,1680,SPA,,Socialist Party Differently,1978,2019,40451,1680
BEL,vparty,1586,SPA/Spirit,,Socialist Party Different / Social Liberal Party / Spirit,2003,2007,40051,1586
BEL,vparty,500,PS,,Socialist Party [Francophone],1978,2019,38380,500
BEL,vparty,281,RW,,Walloon Rally,1971,1974,39632,281
BEL,vparty,1753,PA-PTB,,Workers' Party of Belgium,2019,2019,40014,1753
BEN,vparty,4089,FARD,,Action Front for Renewal and Development,1995,1999,39422,4089
BEN,vparty,5900,MADEP,,African Movement for Development and Progress,1999,2015,37676,5900
BEN,vparty,7194,BPA,,African People's Bloc,1947,1952,39506,7194
BEN,vparty,93518,Alliance RB-...,,alliance: Alliance RB-RP (Benin Rebirth Party-Patriotic Revival Party),2015,2015,46799,3900
BEN,vparty,93516,Amana Alliance,,alliance: Amana Alliance,2011,2011,46805,3900
BEN,vparty,7071,ADD,,Alliance for a Democratic Dynamic,2007,2007,38874,7071
BEN,vparty,93517,Hope Force -...,,alliance: Hope Force - Union for Change,2011,2011,46847,3900
BEN,vparty,93515,MNDD-MSUP-UDRN,,alliance: MNDD-MSUP-UDRN,1991,1991,46958,3900
BEN,vparty,93521,National All...,,alliance: National Alliance for Development and Democracy (AND),2015,2015,46863,3900
BEN,vparty,93300,Opposition,,alliance: Opposition,2003,2003,47050,3900
BEN,vparty,93513,PNDD-PRD,,alliance: PNDD-PRD,1991,1991,47123,3900
BEN,vparty,93299,Presidential...,,alliance: Presidential Movement,2003,2003,46934,3900
BEN,vparty,93522,Progressive ...,,alliance: Progressive Union,2019,2019,46761,3900
BEN,vparty,93514,PSD-UNSP,,alliance: PSD-UNSP,1991,1991,46920,3900
BEN,vparty,93523,Republican Bloc,,alliance: Republican Bloc,2019,2019,47046,3900
BEN,vparty,93519,Sun Alliance,,alliance: Sun Alliance,2015,2015,46743,3900
BEN,vparty,93520,United Democ...,,alliance: United Democratic Forces Alliance (FDU),2015,2015,47019,3900
BEN,vparty,3831,RB,,Benin Rebirth Party,1995,2019,37345,3831
BEN,vparty,2300,FCBE,,Cowry Forces for an Emerging Benin,2007,2015,39594,2300
BEN,vparty,5776,PDD,,Dahomeyan Democratic Party,1964,1964,39678,5776
BEN,vparty,4719,UDD,,Dahomeyan Democratic Union,1957,1960,37657,4719
BEN,vparty,7193,UPD,,Dahomeyan Progressive Union,1947,1947,37746,7193
BEN,vparty,5448,PDU,,Dahomeyan Unity Party,1959,1960,37642,5448
BEN,vparty,2365,PRD,,Democratic Renewal Party,1991,2015,39224,2365
BEN,vparty,4720,GEN / MDD,,Ethnic Group of the North / Dahomeyan Democratic Movement,1952,1957,38990,4720
BEN,vparty,2366,G-13,,G13 Baobab Alliance,2011,2011,37543,2366
BEN,vparty,7061,FE,,Hope Force,2011,2015,37663,7061
BEN,vparty,7063,INVR,,Impulse for a New Vision of the Republic,2015,2015,38305,7063
BEN,vparty,2611,indep,,independent,1947,1957,47101,2611
BEN,vparty,6190,FC,,Key Force,2003,2019,39561,6190
BEN,vparty,3839,RDLPN,,Liberal Democrats' Rally for National Reconstruction-Vivotene,1991,1991,39141,3839
BEN,vparty,7054,MSUP,,"Movement for Solidarity, Union and Progress",1991,1991,40390,7054
BEN,vparty,7053,MNDD,,National Movement for Democracy and Development,1991,1991,37768,7053
BEN,vparty,6450,PNDD,,National Party for Democracy and Development,1991,1991,40019,6450
BEN,vparty,3834,RND,,National Rally for Democracy,1991,1991,39367,3834
BEN,vparty,7052,UNSP,,National Union for Solidarity and Progress,1991,1991,38607,7052
BEN,vparty,3836,NCC,,Our Common Cause,1991,1995,39280,3836
BEN,vparty,7065,PDS,,Party for Democracy and Solidarity,2015,2015,40337,7065
BEN,vparty,7064,PPD,,Party for Progress and Democracy,2015,2015,38862,7064
BEN,vparty,7059,PRP,,Patriotic Revival Party,2015,2015,38717,7059
BEN,vparty,5413,PRPB,,People's Revolutionary Party of Benin,1975,1989,37434,5413
BEN,vparty,7096,RPR,,Rally for Progress and Renewal,2015,2015,37877,7096
BEN,vparty,4718,PRD / PND,,Republican Party of Dahomey / Dahomey Nationalist Party,1952,1957,38490,4718
BEN,vparty,2368,PSD,,Social Democratic Party,1991,2019,40238,2368
BEN,vparty,7055,UDRN,,Union for Democracy and National Reconstruction,1991,1991,37593,7055
BEN,vparty,4090,UDNS,,Union for Democracy and National Solidarity,1991,2019,38937,4090
BEN,vparty,5826,UBF,,Union for Future Benin,2003,2003,39501,5826
BEN,vparty,7062,PDS,,Union for Progress and Democracy,2015,2015,40196,7062
BEN,vparty,7060,UPR,,Union for Relief,2011,2019,38383,7060
BEN,vparty,7072,UTRD,,Union for the Triumph of Democratic Renewal,1991,1991,40004,7072
BEN,vparty,6569,UN,,Union Makes the Nation,2011,2019,38073,6569
BTN,vparty,3822,DPT,,Bhutan Peace and Prosperity Party,2008,2013,39423,3822
BTN,vparty,3823,PDP,,People’s Democratic Party,2008,2013,39789,3823
BOL,vparty,93305,ADRN,,alliance: ADRN,1978,1978,46948,3903
BOL,vparty,93303,Mining Bloc,,alliance: Mining Bloc,1947,1947,47003,3903
BOL,vparty,93306,PDC / PRB,,alliance: PDC / PRB,1978,1978,46936,3903
BOL,vparty,93302,United Socia...,,alliance: United Socialist Front,1938,1938,46830,3903
BOL,vparty,93304,UNP,,alliance: UNP,1978,1978,46841,3903
BOL,vparty,4394,PRA,,Authentic Revolutionary Party,1960,1978,40192,4394
BOL,vparty,7715,UNB,,Barrientista National Union,1978,1978,38848,7715
BOL,vparty,7070,PRB,,Barrientista Revolutionary Party,1978,1978,38251,7070
BOL,vparty,4051,FSB,,Bolivian Socialist Falange,1956,1978,40097,4051
BOL,vparty,5139,PDC,,Christian Democratic Party,1966,2019,39015,5139
BOL,vparty,8126,CC,,Civic Community,2019,2019,46749,8126
BOL,vparty,4395,UCS,,Civic Solidarity Union,1993,1997,37991,4395
BOL,vparty,7069,CUN,,Committee of National Unity,1978,1978,38659,7069
BOL,vparty,4396,CONDEPA,,Conscience of Fatherland,1989,1997,39654,4396
BOL,vparty,5380,PC,,Conservative Party,1900,1900,38125,5380
BOL,vparty,4400,UDP,,Democratic and Popular Union,1978,1980,37706,4400
BOL,vparty,4398,MBL,,Free Bolivia Movement,1993,1993,38303,4398
BOL,vparty,5111,PRG,,Genuine Republican Party,1927,1942,40452,5111
BOL,vparty,2615,indep,,independent,1933,1949,46819,2615
BOL,vparty,7195,PSI,,Independent Socialist Party,1938,1940,37347,7195
BOL,vparty,6230,PSI,,Independent Socialist Party (1944),1944,1944,39202,6230
BOL,vparty,5108,LP,,Liberal Party,1900,1949,38264,5108
BOL,vparty,442,MAS,,Movement for Socialism,2002,2019,40468,442
BOL,vparty,4393,ADN,,Nationalist Democratic Action,1979,1997,40205,4393
BOL,vparty,5110,PN,,Nationalist Party,1927,1928,39451,5110
BOL,vparty,7417,MNRP,,Nationalist Revolutionary Movement of the People,1966,1966,39052,7417
